Core1,InstFU1,InstCac1,BranTB1,BranPre1,GlobPre1,L1LoclPre1,L2LoclPre1,Chsr1,RAS1,InstBuff1,InstDcdr1,RnameU1,IntFERAT1,FPFERAT1,FreeLst1,FPFreeLst1,LdStrU1,DataC1,StrQ1,MemManU1,Itlb1,Dtlb1,ExeU1,RegFls1,IntRF1,FPRF1,InstSched1,InstWin1,FPInstWin1,IntALUs1,FPUs1,CplxALUs1,ResBrdBus1
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.24578,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0560771,0.0443283,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.24578,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0560771,0.0443283,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.24578,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0560771,0.0443283,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.24578,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0560771,0.0443283,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.24578,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0560771,0.0443283,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.213649,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0239458,0.012197,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.24578,0.155457,0.0232688,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0560771,0.0443283,0.00949776,0.0061994,0.00348869,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
